uid,age,age_group,profession,marital_status,education,default,housing,loan,gender,balance,membership,charges,customer_contacts,attrition
1005645,60,60s,technician,single,high school,no,yes,no,male,Over $250k,platinum,129,0,0
1005646,42,40s,administration,single,high school,no,yes,no,male,Over $250k,platinum,8,0,0
1005647,31,30s,self_employed,married,graduate,no,yes,yes,male,Over $250k,platinum,61,2,0
1005648,40,40s,executive,married,graduate,no,yes,yes,male,$50k - $100k,gold,47,2,0
1005649,26,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,338,3,1
1005650,33,30s,management,single,high school,no,no,no,male,$100k - $250k,platinum,173,8,0
1005651,39,30s,manufacturing,married,unknown,no,yes,no,male,$100k - $250k,platinum,101,2,0
1005652,53,50s,manufacturing,divorced,college,no,yes,no,male,$50k - $100k,gold,248,4,1
1005653,55,50s,administration,married,college,no,no,no,female,$100k - $250k,platinum,118,2,0
1005654,36,30s,management,married,graduate,no,yes,no,male,Over $250k,platinum,75,2,0
1005655,36,30s,management,divorced,high school,no,no,no,female,$10k - $50k,silver,171,8,0
1005656,65,60s,retired,married,college,no,no,no,male,$100k - $250k,platinum,95,6,0
1005657,57,50s,entrepreneur,divorced,graduate,no,yes,no,male,$50k - $100k,gold,312,4,1
1005658,32,30s,manufacturing,single,graduate,no,yes,no,male,$50k - $100k,gold,132,0,0
1005659,37,30s,technician,single,graduate,no,yes,no,male,$100k - $250k,platinum,35,1,0
1005660,37,30s,administration,married,graduate,no,no,no,female,$100k - $250k,platinum,125,2,0
1005661,46,40s,manufacturing,divorced,college,yes,no,yes,female,$50k - $100k,gold,37,2,0
1005662,49,40s,management,divorced,high school,no,no,no,female,$100k - $250k,platinum,78,2,0
1005663,40,40s,technician,married,graduate,no,yes,no,male,Over $250k,platinum,118,2,0
1005664,55,50s,manufacturing,divorced,college,no,yes,no,female,$50k - $100k,gold,259,4,1
1005665,34,30s,technician,married,graduate,no,yes,yes,female,Over $250k,platinum,27,5,0
1005666,29,20s,technician,divorced,graduate,no,yes,yes,female,Over $250k,platinum,50,2,1
1005667,60,60s,retired,married,college,no,no,yes,female,$10k - $50k,silver,62,1,0
1005668,30,30s,manufacturing,married,graduate,no,no,no,female,$10k - $50k,silver,16,0,0
1005669,43,40s,management,single,high school,no,no,no,female,$100k - $250k,platinum,122,2,0
1005670,28,20s,manufacturing,married,college,no,yes,no,male,$100k - $250k,platinum,16,0,0
1005671,36,30s,management,married,high school,no,yes,no,male,$100k - $250k,platinum,106,0,0
1005672,48,40s,management,married,graduate,no,yes,no,female,Over $250k,platinum,110,1,1
1005673,32,30s,management,single,high school,no,no,no,female,$100k - $250k,platinum,68,8,0
1005674,58,50s,administration,divorced,unknown,no,yes,no,female,$10k - $50k,silver,358,3,1
1005675,28,20s,student,single,graduate,no,yes,no,male,$10k - $50k,silver,99,0,0
1005676,42,40s,manufacturing,married,graduate,no,yes,no,male,$100k - $250k,platinum,59,0,0
1005677,37,30s,technician,married,graduate,no,yes,no,female,Over $250k,platinum,125,5,0
1005678,43,40s,technician,single,graduate,no,yes,no,male,$100k - $250k,platinum,78,0,1
1005679,37,30s,manufacturing,married,college,no,no,yes,female,$100k - $250k,platinum,114,1,0
1005680,58,50s,entrepreneur,single,high school,no,yes,no,female,$10k - $50k,silver,38,0,0
1005681,33,30s,self_employed,married,graduate,no,yes,no,female,Over $250k,platinum,118,2,0
1005682,51,50s,technician,single,high school,no,yes,no,female,$50k - $100k,gold,16,2,0
1005683,34,30s,technician,single,graduate,no,yes,no,male,Over $250k,platinum,50,1,0
1005684,24,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,215,3,1
1005685,24,20s,administration,divorced,college,no,yes,no,female,$10k - $50k,silver,275,3,1
1005686,36,30s,self_employed,single,high school,no,no,no,female,$50k - $100k,gold,13,0,0
1005687,63,60s,retired,married,unknown,no,no,no,female,$50k - $100k,gold,82,5,0
1005688,58,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,217,4,1
1005689,50,50s,management,single,high school,no,no,no,female,$50k - $100k,gold,146,1,0
1005690,49,40s,management,married,graduate,no,no,no,female,Over $250k,platinum,22,1,0
1005691,42,40s,manufacturing,single,college,no,yes,no,male,$50k - $100k,gold,142,0,0
1005692,39,30s,entrepreneur,married,high school,no,yes,yes,female,$100k - $250k,platinum,141,2,0
1005693,40,40s,management,married,high school,no,yes,no,male,$50k - $100k,gold,154,2,0
1005694,39,30s,administration,single,high school,no,yes,no,male,$10k - $50k,silver,31,2,0
1005695,36,30s,administration,single,graduate,no,yes,no,female,$50k - $100k,gold,76,0,0
1005696,27,20s,administration,divorced,high school,no,yes,yes,female,$10k - $50k,silver,312,3,1
1005697,33,30s,management,married,high school,no,no,no,female,$50k - $100k,gold,109,5,0
1005698,58,50s,management,married,high school,no,yes,no,male,$100k - $250k,platinum,25,2,0
1005699,50,50s,administration,divorced,high school,no,yes,no,female,$10k - $50k,silver,279,3,1
1005700,50,50s,consulting,divorced,graduate,no,yes,no,female,$50k - $100k,gold,27,2,0
1005701,25,20s,management,single,high school,no,no,no,male,$50k - $100k,gold,98,5,0
1005702,35,30s,technician,single,graduate,no,no,no,female,$50k - $100k,gold,87,1,0
1005703,57,50s,administration,divorced,high school,no,yes,no,female,$10k - $50k,silver,271,4,1
1005704,41,40s,manufacturing,single,graduate,no,no,no,female,Over $250k,platinum,118,0,0
1005705,27,20s,management,single,graduate,no,yes,no,male,$10k - $50k,silver,86,2,0
1005706,69,60s,retired,married,high school,no,no,no,female,$100k - $250k,platinum,142,5,0
1005707,29,20s,management,single,high school,no,yes,yes,female,Over $250k,platinum,90,0,0
1005708,32,30s,consulting,single,graduate,no,yes,no,female,$100k - $250k,platinum,112,0,0
1005709,35,30s,management,single,high school,yes,yes,yes,male,$100k - $250k,platinum,167,1,0
1005710,51,50s,technician,married,graduate,no,no,no,female,Over $250k,platinum,81,1,0
1005711,50,50s,administration,divorced,graduate,no,yes,no,female,$50k - $100k,gold,287,4,1
1005712,51,50s,executive,married,high school,no,yes,no,female,$10k - $50k,silver,166,1,0
1005713,49,40s,technician,married,college,no,no,no,female,$100k - $250k,platinum,48,6,0
1005714,49,40s,self_employed,married,graduate,no,yes,no,male,$10k - $50k,silver,168,0,0
1005715,31,30s,unemployed,single,high school,no,yes,yes,female,Over $250k,platinum,33,0,0
1005716,23,20s,unemployed,divorced,college,no,yes,no,female,Under $10k,silver,259,3,1
1005717,51,50s,manufacturing,married,graduate,no,no,yes,male,Over $250k,platinum,0,0,0
1005718,50,50s,administration,married,graduate,yes,yes,yes,male,$10k - $50k,silver,18,0,0
1005719,37,30s,administration,married,graduate,no,no,yes,male,$10k - $50k,silver,167,0,0
1005720,32,30s,technician,married,graduate,no,yes,no,male,Over $250k,platinum,10,0,0
1005721,38,30s,technician,single,unknown,no,yes,yes,male,$50k - $100k,gold,162,0,0
1005722,35,30s,management,married,graduate,no,yes,no,female,$10k - $50k,silver,56,9,0
1005723,59,50s,retired,married,college,no,no,yes,male,$50k - $100k,gold,9,0,0
1005724,46,40s,manufacturing,married,college,no,no,no,female,$100k - $250k,platinum,128,1,0
1005725,38,30s,technician,married,high school,no,no,no,female,$10k - $50k,silver,92,1,0
1005726,22,20s,consulting,married,college,no,yes,no,male,$50k - $100k,gold,149,0,0
1005727,57,50s,consulting,married,graduate,no,yes,no,male,$50k - $100k,gold,162,0,0
1005728,46,40s,technician,married,graduate,no,no,no,male,$100k - $250k,platinum,64,0,0
1005729,32,30s,technician,single,high school,no,yes,yes,male,Over $250k,platinum,132,0,0
1005730,29,20s,management,married,high school,no,yes,no,male,$50k - $100k,gold,165,0,0
1005731,49,40s,technician,divorced,high school,no,no,no,female,$100k - $250k,platinum,73,1,0
1005732,47,40s,management,married,high school,yes,no,yes,male,$50k - $100k,gold,29,2,0
1005733,34,30s,manufacturing,married,graduate,no,yes,no,male,$100k - $250k,platinum,7,2,0
1005734,31,30s,management,single,high school,no,yes,no,male,$10k - $50k,silver,160,1,0
1005735,32,30s,manufacturing,single,graduate,no,yes,no,male,$50k - $100k,gold,24,0,0
1005736,21,20s,unemployed,divorced,high school,no,no,yes,female,Under $10k,silver,356,3,0
1005737,26,20s,technician,divorced,graduate,no,yes,yes,male,Over $250k,platinum,129,0,0
1005738,51,50s,administration,single,graduate,no,no,no,female,Over $250k,platinum,139,1,0
1005739,31,30s,administration,married,graduate,no,yes,no,male,$50k - $100k,gold,83,1,0
1005740,32,30s,management,married,high school,no,no,yes,male,$10k - $50k,silver,83,1,0
1005741,53,50s,management,married,high school,no,yes,no,male,$100k - $250k,platinum,84,5,0
1005742,58,50s,self_employed,divorced,graduate,no,no,no,female,Over $250k,platinum,101,0,0
1005743,52,50s,technician,married,graduate,no,yes,yes,female,Over $250k,platinum,112,0,0
1005744,37,30s,self_employed,single,high school,no,yes,no,male,$10k - $50k,silver,28,0,0
1005745,33,30s,administration,married,graduate,no,yes,no,female,$50k - $100k,gold,107,2,0
1005746,45,40s,entrepreneur,married,graduate,no,no,yes,male,$100k - $250k,platinum,156,2,0
1005747,44,40s,technician,married,graduate,no,no,yes,female,$10k - $50k,silver,117,2,0
1005748,32,30s,administration,single,high school,no,no,no,female,Over $250k,platinum,132,0,1
1005749,54,50s,technician,single,high school,no,no,no,female,Over $250k,platinum,43,0,0
1005750,31,30s,administration,married,graduate,no,yes,yes,male,Over $250k,platinum,65,0,0
1005751,24,20s,unemployed,divorced,graduate,no,no,no,female,Under $10k,silver,233,3,1
1005752,31,30s,executive,single,graduate,no,yes,no,female,Over $250k,platinum,98,2,1
1005753,36,30s,manufacturing,single,college,no,yes,no,male,$100k - $250k,platinum,67,0,0
1005754,53,50s,manufacturing,divorced,graduate,no,yes,no,male,$50k - $100k,gold,273,4,1
1005755,36,30s,technician,married,graduate,no,yes,no,male,Over $250k,platinum,17,0,0
1005756,35,30s,administration,single,graduate,no,yes,no,female,$50k - $100k,gold,139,0,0
1005757,24,20s,administration,divorced,high school,no,yes,yes,female,$10k - $50k,silver,309,3,1
1005758,30,30s,technician,married,graduate,no,no,yes,female,$50k - $100k,gold,144,2,0
1005759,48,40s,technician,single,graduate,no,yes,no,male,$10k - $50k,silver,123,0,0
1005760,51,50s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,42,0,0
1005761,55,50s,administration,divorced,high school,no,yes,no,female,$10k - $50k,silver,326,4,1
1005762,35,30s,manufacturing,single,graduate,no,yes,no,male,Over $250k,platinum,98,0,0
1005763,47,40s,management,married,graduate,no,yes,no,female,$50k - $100k,gold,94,0,0
1005764,48,40s,management,married,high school,no,yes,no,male,$50k - $100k,gold,44,0,0
1005765,57,50s,retired,married,graduate,no,no,yes,male,$50k - $100k,gold,137,0,0
1005766,49,40s,technician,married,graduate,no,no,no,female,$50k - $100k,gold,61,0,0
1005767,22,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,325,3,1
1005768,26,20s,unemployed,divorced,high school,no,yes,yes,female,Under $10k,silver,302,3,1
1005769,27,20s,management,single,graduate,no,no,no,female,Over $250k,platinum,135,8,0
1005770,24,20s,unemployed,divorced,graduate,no,yes,yes,female,Under $10k,silver,274,3,1
1005771,26,20s,manufacturing,single,high school,no,yes,no,female,Over $250k,platinum,96,0,0
1005772,48,40s,management,divorced,high school,no,yes,no,female,$10k - $50k,silver,27,2,0
1005773,58,50s,manufacturing,divorced,graduate,no,yes,no,female,$50k - $100k,gold,232,4,1
1005774,31,30s,consulting,married,graduate,no,yes,yes,female,Over $250k,platinum,101,0,0
1005775,39,30s,administration,married,graduate,no,yes,no,female,$100k - $250k,platinum,156,2,0
1005776,21,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,212,3,1
1005777,51,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,208,3,1
1005778,25,20s,technician,single,graduate,no,no,no,female,$100k - $250k,platinum,30,0,0
1005779,37,30s,consulting,divorced,college,yes,no,no,male,$100k - $250k,platinum,140,0,0
1005780,46,40s,management,married,graduate,yes,yes,no,male,Over $250k,platinum,177,2,0
1005781,34,30s,consulting,married,graduate,no,yes,no,male,Over $250k,platinum,5,0,0
1005782,30,30s,administration,married,graduate,no,yes,no,male,Over $250k,platinum,100,1,0
1005783,49,40s,management,married,high school,no,no,no,male,$10k - $50k,silver,44,2,0
1005784,60,60s,retired,married,college,no,yes,yes,male,$100k - $250k,platinum,0,2,0
1005785,32,30s,technician,single,graduate,no,no,no,male,Over $250k,platinum,129,1,0
1005786,40,40s,management,single,high school,no,no,no,male,$10k - $50k,silver,38,0,0
1005787,28,20s,unemployed,divorced,high school,no,yes,no,female,$10k - $50k,silver,305,3,1
1005788,39,30s,manufacturing,single,college,no,yes,yes,female,$100k - $250k,platinum,78,0,1
1005789,27,20s,manufacturing,single,graduate,no,no,no,female,$10k - $50k,silver,108,0,0
1005790,46,40s,management,married,high school,no,no,no,female,$50k - $100k,gold,117,1,0
1005791,58,50s,consulting,married,graduate,no,no,no,male,Over $250k,platinum,164,1,0
1005792,59,50s,retired,married,graduate,no,yes,no,male,Over $250k,platinum,24,0,0
1005793,32,30s,technician,single,high school,no,yes,no,male,$50k - $100k,gold,121,0,0
1005794,53,50s,management,divorced,high school,no,yes,no,male,$50k - $100k,gold,303,4,1
1005795,36,30s,technician,single,graduate,no,yes,yes,male,$50k - $100k,gold,145,0,0
1005796,31,30s,management,single,high school,no,yes,yes,female,Over $250k,platinum,152,0,0
1005797,31,30s,management,married,high school,no,yes,no,female,$50k - $100k,gold,140,2,0
1005798,35,30s,management,married,high school,no,no,no,male,$50k - $100k,gold,171,1,0
1005799,40,40s,consulting,married,graduate,no,yes,no,female,$100k - $250k,platinum,92,1,0
1005800,46,40s,executive,married,graduate,no,no,no,female,Over $250k,platinum,175,1,0
1005801,54,50s,management,married,graduate,yes,yes,no,female,$10k - $50k,silver,100,2,0
1005802,53,50s,manufacturing,divorced,college,no,no,no,female,$50k - $100k,gold,349,4,1
1005803,36,30s,administration,married,high school,no,no,no,male,$100k - $250k,platinum,142,0,0
1005804,40,40s,manufacturing,single,graduate,no,yes,no,male,$50k - $100k,gold,164,0,0
1005805,36,30s,unemployed,married,college,no,yes,no,male,$100k - $250k,platinum,51,2,0
1005806,44,40s,manufacturing,single,graduate,no,yes,no,female,$10k - $50k,silver,127,0,0
1005807,57,50s,management,single,high school,no,yes,no,male,$100k - $250k,platinum,48,0,0
1005808,60,60s,retired,married,college,no,no,yes,male,$50k - $100k,gold,65,2,0
1005809,52,50s,consulting,married,graduate,no,no,no,male,$50k - $100k,gold,159,0,0
1005810,28,20s,management,married,high school,no,yes,no,female,$50k - $100k,gold,29,0,0
1005811,47,40s,management,married,high school,no,yes,yes,male,$50k - $100k,gold,92,1,0
1005812,56,50s,entrepreneur,divorced,high school,no,yes,yes,male,$50k - $100k,gold,237,4,1
1005813,38,30s,administration,married,graduate,no,no,no,male,$100k - $250k,platinum,138,2,0
1005814,43,40s,management,married,high school,yes,yes,no,male,$100k - $250k,platinum,180,0,0
1005815,40,40s,entrepreneur,married,graduate,no,no,no,female,$100k - $250k,platinum,68,8,0
1005816,21,20s,unemployed,divorced,high school,no,yes,no,female,$10k - $50k,silver,245,3,1
1005817,27,20s,unemployed,single,graduate,no,no,no,male,$50k - $100k,gold,106,2,0
1005818,53,50s,administration,divorced,college,no,yes,no,female,$10k - $50k,silver,233,3,1
1005819,39,30s,retired,single,high school,no,yes,no,female,$100k - $250k,platinum,18,0,0
1005820,43,40s,management,married,high school,no,no,yes,male,$50k - $100k,gold,5,1,0
1005821,59,50s,management,married,high school,no,yes,no,male,$100k - $250k,platinum,156,2,0
1005822,25,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,359,3,1
1005823,33,30s,technician,married,high school,no,no,no,male,$10k - $50k,silver,132,5,0
1005824,47,40s,manufacturing,single,college,no,yes,no,male,$50k - $100k,gold,177,0,0
1005825,39,30s,management,married,graduate,no,no,no,female,Over $250k,platinum,40,1,0
1005826,36,30s,manufacturing,married,college,no,yes,no,female,$100k - $250k,platinum,108,0,0
1005827,27,20s,manufacturing,single,college,no,yes,no,male,$50k - $100k,gold,57,5,0
1005828,34,30s,administration,single,graduate,no,no,no,female,Over $250k,platinum,99,1,0
1005829,33,30s,technician,married,graduate,no,yes,no,female,$100k - $250k,platinum,135,2,0
1005830,36,30s,technician,single,graduate,no,yes,no,female,$50k - $100k,gold,57,5,0
1005831,32,30s,technician,married,graduate,no,yes,yes,male,Over $250k,platinum,168,2,0
1005832,38,30s,management,single,high school,no,no,no,female,$10k - $50k,silver,158,0,0
1005833,50,50s,management,divorced,graduate,no,yes,no,male,$50k - $100k,gold,207,4,1
1005834,29,20s,manufacturing,single,high school,no,no,no,female,$50k - $100k,gold,1,7,0
1005835,34,30s,technician,married,graduate,no,no,no,male,$100k - $250k,platinum,26,1,0
1005836,48,40s,self_employed,single,graduate,no,no,no,female,Over $250k,platinum,122,0,0
